POS,Player,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,year
145,Vaibhav AroraPBKS,5,4,2,5,2*,2.50,13,38.46,0,0,0,0,2022
146,Prerak MankadPBKS,1,1,1,4,4*,-,1,400.00,0,0,1,0,2022
147,Karan SharmaLSG,1,1,0,4,4,4.00,4,100.00,0,0,1,0,2022
148,Abdul SamadSRH,2,2,0,4,4,2.00,7,57.14,0,0,0,0,2022
149,Abhijeet TomarKKR,1,1,0,4,4,4.00,8,50.00,0,0,1,0,2022
150,Umran MalikSRH,14,4,3,4,3*,4.00,8,50.00,0,0,0,0,2022
151,Mustafizur RahmanDC,8,1,1,3,3*,-,5,60.00,0,0,0,0,2022
152,Kumar Kartikeya SinghMI,4,1,0,3,3,3.00,5,60.00,0,0,0,0,2022
153,Shivam MaviKKR,6,3,1,3,2,1.50,7,42.85,0,0,0,0,2022
154,Harshit RanaKKR,2,2,1,2,2,2.00,2,100.00,0,0,0,0,2022
155,Navdeep SainiRR,2,1,0,2,2,2.00,2,100.00,0,0,0,0,2022
156,Tristan StubbsMI,2,2,0,2,2,1.00,4,50.00,0,0,0,0,2022
157,Pradeep SangwanGT,3,1,0,2,2,2.00,5,40.00,0,0,0,0,2022
158,Fazalhaq FarooqiSRH,3,1,1,2,2*,-,8,25.00,0,0,0,0,2022
159,Jagadeesha SuchithSRH,5,2,0,2,2,1.00,8,25.00,0,0,0,0,2022
160,Tim SoutheeKKR,9,5,1,2,1*,0.50,12,16.66,0,0,0,0,2022
161,Nathan Coulter-NileRR,1,1,1,1,1*,-,2,50.00,0,0,0,0,2022
162,Anrich NortjeDC,6,1,1,1,1*,-,6,16.66,0,0,0,0,2022
1,Ruturaj GaikwadCSK,16,16,2,635,101*,45.35,466,136.26,1,4,64,23,2021
2,Faf du PlessisCSK,16,16,2,633,95*,45.21,458,138.20,0,6,60,23,2021
3,KL RahulPBKS,13,13,3,626,98*,62.60,451,138.80,0,6,48,30,2021
4,Shikhar DhawanDC,16,16,1,587,92,39.13,471,124.62,0,3,63,16,2021
5,Glenn MaxwellRCB,15,14,2,513,78,42.75,356,144.10,0,6,48,21,2021
6,Sanju SamsonRR,14,14,2,484,119,40.33,354,136.72,1,2,45,17,2021
7,Prithvi ShawDC,15,15,0,479,82,31.93,301,159.13,0,4,56,18,2021
8,Shubman GillKKR,17,17,0,478,57,28.11,402,118.90,0,3,50,12,2021
9,Mayank AgarwalPBKS,12,12,1,441,99*,40.09,314,140.44,0,4,42,18,2021
10,Rishabh PantDC,16,16,4,419,58*,34.91,326,128.52,0,3,42,10,2021
11,Devdutt PadikkalRCB,14,14,1,411,101*,31.61,328,125.30,1,1,44,14,2021
12,Virat KohliRCB,15,15,1,405,72*,28.92,339,119.46,0,3,43,9,2021
13,Rahul TripathiKKR,17,16,2,397,74*,28.35,283,140.28,0,2,41,11,2021
14,Nitish RanaKKR,17,16,3,383,80,29.46,314,121.97,0,2,34,17,2021
15,Rohit SharmaMI,13,13,0,381,63,29.30,299,127.42,0,1,33,14,2021
16,Venkatesh IyerKKR,10,10,1,370,67,41.11,288,128.47,0,4,37,14,2021
17,Moeen AliCSK,15,15,1,357,58,25.50,260,137.30,0,1,31,19,2021
18,Suryakumar YadavMI,14,14,0,317,82,22.64,221,143.43,0,2,40,10,2021
19,AB de VilliersRCB,15,14,4,313,76*,31.30,211,148.34,0,2,23,16,2021
20,Quinton de KockMI,11,11,1,297,70*,29.70,256,116.01,0,2,29,7,2021
21,Manish PandeySRH,8,8,2,292,69*,48.66,236,123.72,0,3,21,10,2021
22,Kane WilliamsonSRH,10,10,4,266,66*,44.33,235,113.19,0,2,29,2,2021
23,Ambati RayuduCSK,16,13,4,257,72*,28.55,170,151.17,0,2,16,17,2021
24,Jos ButtlerRR,7,7,0,254,124,36.28,166,153.01,1,0,27,13,2021
25,Yashasvi JaiswalRR,10,10,0,249,50,24.90,168,148.21,0,1,32,10,2021
26,Jonny BairstowSRH,7,7,1,248,63*,41.33,175,141.71,0,2,20,15,2021
27,Kieron PollardMI,14,13,5,245,87*,30.62,165,148.48,0,1,16,16,2021
28,Shimron HetmyerDC,14,13,6,242,53*,34.57,144,168.05,0,1,19,12,2021
29,Ishan KishanMI,10,10,1,241,84,26.77,180,133.88,0,2,21,10,2021
30,Shivam DubeRR,9,9,1,230,64*,28.75,193,119.17,0,1,18,10,2021
31,Ravindra JadejaCSK,16,12,9,227,62*,75.66,156,145.51,0,1,19,9,2021
32,Dinesh KarthikKKR,17,15,5,223,40,22.30,170,131.17,0,0,22,7,2021
33,David WarnerSRH,8,8,0,195,57,24.37,181,107.73,0,2,15,6,2021
34,Chris GaylePBKS,10,10,1,193,46,21.44,154,125.32,0,0,21,8,2021
35,K.S BharatRCB,8,7,2,191,78*,38.20,156,122.43,0,1,10,8,2021
36,Andre RussellKKR,10,9,2,183,54,26.14,120,152.50,0,1,14,14,2021
37,Shreyas IyerDC,8,8,3,175,47*,35.00,171,102.33,0,0,7,5,2021
38,Deepak HoodaPBKS,12,11,1,160,64,16.00,123,130.08,0,1,9,9,2021
39,Suresh RainaCSK,12,11,2,160,54,17.77,128,125.00,0,1,13,9,2021
40,Rahul TewatiaRR,14,11,1,155,44,15.50,147,105.44,0,0,11,6,2021
41,Shahrukh KhanPBKS,11,10,3,153,47,21.85,114,134.21,0,0,9,10,2021
42,Steve SmithDC,8,7,1,152,39,25.33,135,112.59,0,0,13,2,2021
43,Evin LewisRR,5,5,0,151,58,30.20,93,162.36,0,1,18,7,2021
44,Jason RoySRH,5,5,0,150,60,30.00,121,123.96,0,1,21,1,2021
45,Aiden MarkramPBKS,6,6,1,146,42,29.20,119,122.68,0,0,12,4,2021
46,Krunal PandyaMI,13,12,2,143,39,14.30,123,116.26,0,0,10,6,2021
47,Eoin MorganKKR,17,16,4,133,47*,11.08,139,95.68,0,0,8,6,2021
48,Wriddhiman SahaSRH,9,9,0,131,44,14.55,140,93.57,0,0,7,5,2021
49,Hardik PandyaMI,12,11,2,127,40*,14.11,112,113.39,0,0,11,5,2021
50,David MillerRR,9,8,3,124,62,24.80,113,109.73,0,1,11,3,2021
51,Robin UthappaCSK,4,4,0,115,63,28.75,84,136.90,0,1,8,5,2021
52,Saurabh TiwaryMI,5,4,2,115,50*,57.50,97,118.55,0,1,10,2,2021
53,MS DhoniCSK,16,11,4,114,18*,16.28,107,106.54,0,0,12,3,2021
54,Abdul SamadSRH,11,10,1,111,28,12.33,87,127.58,0,0,4,8,2021
55,Abhishek SharmaSRH,8,7,1,98,33,16.33,75,130.66,0,0,7,4,2021
56,Mahipal LomrorRR,4,4,1,94,43,31.33,73,128.76,0,0,3,6,2021
57,Pat CumminsKKR,7,5,2,93,66*,31.00,56,166.07,0,1,5,8,2021
58,Riyan ParagRR,11,10,2,93,25,11.62,83,112.04,0,0,6,4,2021
59,Marcus StoinisDC,10,7,3,89,27*,22.25,72,123.61,0,0,11,1,2021
60,Jason HolderSRH,8,7,1,85,47*,14.16,72,118.05,0,0,2,6,2021
61,Nicholas PooranPBKS,12,11,0,85,32,7.72,76,111.84,0,0,3,5,2021
62,Rashid KhanSRH,14,10,2,83,22,10.37,69,120.28,0,0,9,2,2021
63,Priyam GargSRH,5,5,0,72,29,14.40,74,97.29,0,0,2,3,2021
64,Rajat PatidarRCB,4,4,0,71,31,17.75,62,114.51,0,0,3,3,2021
65,Lalit YadavDC,7,5,3,68,22*,34.00,73,93.15,0,0,7,0,2021
66,Chris MorrisRR,11,7,2,67,36*,13.40,49,136.73,0,0,2,5,2021
67,Kyle JamiesonRCB,9,7,3,65,16*,16.25,55,118.18,0,0,5,3,2021
68,Harpreet BrarPBKS,7,5,5,64,25*,0.00,58,110.34,0,0,3,2,2021
69,Sunil NarineKKR,14,10,2,62,26,7.75,47,131.91,0,0,3,5,2021
70,Shahbaz AhmedRCB,11,7,0,59,14,8.42,53,111.32,0,0,4,2,2021
71,Harshal PatelRCB,15,8,4,59,31,14.75,46,128.26,0,0,6,2,2021
72,Vijay ShankarSRH,7,5,0,58,28,11.60,52,111.53,0,0,1,3,2021
73,Sam CurranCSK,9,4,1,56,34,18.66,29,193.10,0,0,5,3,2021
74,Kedar JadhavSRH,6,5,1,55,19,13.75,52,105.76,0,0,2,2,2021
75,Chris LynnMI,1,1,0,49,49,49.00,35,140.00,0,0,4,3,2021
76,Shakib Al HasanKKR,8,6,1,47,26,9.40,48,97.91,0,0,3,1,2021
77,Dwayne BravoCSK,11,3,2,47,23,47.00,18,261.11,0,0,3,4,2021
78,Ravichandran AshwinDC,13,5,2,44,20*,14.66,42,104.76,0,0,2,1,2021
79,Manan VohraRR,4,4,0,42,14,10.50,39,107.69,0,0,5,2,2021
80,Liam LivingstoneRR,5,5,0,42,25,8.40,41,102.43,0,0,3,1,2021
81,Jaydev UnadkatRR,6,3,1,41,24,20.50,29,141.37,0,0,3,2,2021
82,Axar PatelDC,12,6,1,40,12,8.00,46,86.95,0,0,2,1,2021
83,Mohammad NabiSRH,3,3,0,34,17,11.33,20,170.00,0,0,3,2,2021
84,Jayant YadavMI,5,3,1,34,23,17.00,26,130.76,0,0,2,1,2021
85,Bhuvneshwar KumarSRH,11,7,6,34,14*,34.00,30,113.33,0,0,3,0,2021
86,Chris JordanPBKS,4,2,0,32,30,16.00,21,152.38,0,0,1,3,2021
87,Moises HenriquesPBKS,5,4,2,31,14,15.50,32,96.87,0,0,0,1,2021
88,Washington SundarRCB,6,4,0,31,10,7.75,47,65.95,0,0,2,0,2021
89,Dawid MalanPBKS,1,1,0,26,26,26.00,26,100.00,0,0,1,1,2021
90,Glenn PhillipsRR,3,3,1,26,14*,13.00,33,78.78,0,0,1,2,2021
91,Ripal PatelDC,2,2,1,25,18,25.00,27,92.59,0,0,3,0,2021
92,Shivam MaviKKR,9,2,0,25,20,12.50,20,125.00,0,0,2,2,2021
93,Tom CurranDC,3,2,1,21,21,21.00,17,123.52,0,0,2,0,2021
94,Mohammed SirajRCB,15,4,3,20,12*,20.00,26,76.92,0,0,1,1,2021
95,Prabhsimran SinghPBKS,2,2,0,19,12,9.50,23,82.60,0,0,1,1,2021
96,Nathan EllisPBKS,3,2,1,18,12,18.00,16,112.50,0,0,0,1,2021
97,Lockie FergusonKKR,8,3,3,18,18*,0.00,11,163.63,0,0,1,1,2021
98,Anmolpreet SinghMI,1,1,0,16,16,16.00,14,114.28,0,0,2,1,2021
99,Adam MilneMI,4,3,1,16,15,8.00,17,94.11,0,0,0,1,2021
100,Chetan SakariyaRR,14,6,1,16,7,3.20,25,64.00,0,0,2,0,2021
101,Jasprit BumrahMI,14,7,5,16,5*,8.00,17,94.11,0,0,2,0,2021
102,Mandeep SinghPBKS,1,1,0,15,15,15.00,14,107.14,0,0,2,0,2021
103,Chris WoakesDC,3,1,1,15,15*,0.00,11,136.36,0,0,2,0,2021
104,Jhye RichardsonPBKS,3,2,0,15,15,7.50,24,62.50,0,0,2,0,2021
105,Murugan AshwinPBKS,3,2,0,15,9,7.50,24,62.50,0,0,1,0,2021
106,Virat SinghSRH,3,2,0,15,11,7.50,26,57.69,0,0,1,0,2021
107,Jagadeesha SuchithSRH,2,1,1,14,14*,0.00,6,233.33,0,0,2,1,2021
108,Dan ChristianRCB,9,7,1,14,9,2.33,24,58.33,0,0,1,0,2021
109,Rahul ChaharMI,11,5,0,14,8,2.80,15,93.33,0,0,1,0,2021
110,Mohammad ShamiPBKS,14,4,3,13,9*,13.00,17,76.47,0,0,0,0,2021
111,Kagiso RabadaDC,15,3,2,13,9*,13.00,6,216.66,0,0,2,0,2021
112,Yuzvendra ChahalRCB,15,2,2,10,8*,0.00,27,37.03,0,0,0,0,2021
113,Ajinkya RahaneDC,2,1,0,8,8,8.00,8,100.00,0,0,1,0,2021
114,Sandeep SharmaSRH,7,2,1,8,8*,8.00,7,114.28,0,0,1,0,2021
115,Siddarth KaulSRH,8,2,2,8,7*,0.00,8,100.00,0,0,1,0,2021
116,Mustafizur RahmanRR,14,5,5,8,8*,0.00,14,57.14,0,0,0,1,2021
117,Sachin BabyRCB,1,1,0,7,7,7.00,17,41.17,0,0,0,0,2021
118,Shreyas GopalRR,3,2,1,7,7*,7.00,5,140.00,0,0,0,1,2021
119,Daniel SamsRCB,2,2,1,6,3*,6.00,6,100.00,0,0,0,0,2021
120,Fabian AllenPBKS,4,3,2,6,6,6.00,12,50.00,0,0,0,0,2021
121,Avesh KhanDC,16,1,1,5,5*,0.00,3,166.66,0,0,1,0,2021
122,Shardul ThakurCSK,16,4,2,5,3*,2.50,5,100.00,0,0,0,0,2021
123,Harbhajan SinghKKR,3,2,2,4,2*,0.00,4,100.00,0,0,0,0,2021
124,Nathan Coulter-NileMI,5,2,0,4,3,2.00,5,80.00,0,0,0,0,2021
125,Tim SoutheeKKR,3,1,0,3,3,3.00,5,60.00,0,0,0,0,2021
126,Tabraiz ShamsiRR,1,1,1,2,2*,0.00,4,50.00,0,0,0,0,2021
127,Tim SeifertKKR,1,1,0,2,2,2.00,4,50.00,0,0,0,0,2021
128,Navdeep SainiRCB,2,1,0,2,2,2.00,4,50.00,0,0,0,0,2021
129,Kartik TyagiRR,4,2,1,2,1*,2.00,4,50.00,0,0,0,0,2021
130,George GartonRCB,5,3,2,2,2*,2.00,4,50.00,0,0,0,0,2021
131,Arshdeep SinghPBKS,12,2,2,2,1*,0.00,3,66.66,0,0,0,0,2021
132,Varun ChakaravarthyKKR,17,3,2,2,2*,2.00,4,50.00,0,0,0,0,2021
133,Mujeeb Ur RahmanSRH,1,1,1,1,1*,0.00,1,100.00,0,0,0,0,2021
134,Tim DavidRCB,1,1,0,1,1,1.00,3,33.33,0,0,0,0,2021
135,Wanindu HasarangaRCB,2,2,1,1,1*,1.00,2,50.00,0,0,0,0,2021
136,Khaleel AhmedSRH,7,1,0,1,1,1.00,2,50.00,0,0,0,0,2021
137,Ravi BishnoiPBKS,9,1,0,1,1,1.00,4,25.00,0,0,0,0,2021
138,Trent BoultMI,14,4,4,1,1*,0.00,4,25.00,0,0,0,0,2021
139,Deepak ChaharCSK,15,2,2,1,1*,0.00,1,100.00,0,0,0,0,2021
140,Ben StokesRR,1,1,0,0,0*,0.00,3,0.00,0,0,0,0,2021
141,Kamlesh NagarkotiKKR,1,1,0,0,0*,0.00,2,0.00,0,0,0,0,2021
142,Kuldip YadavRR,1,1,1,0,0*,0.00,4,0.00,0,0,0,0,2021
143,Piyush ChawlaMI,1,1,0,0,0*,0.00,2,0.00,0,0,0,0,2021
144,Shahbaz NadeemSRH,1,1,0,0,0*,0.00,1,0.00,0,0,0,0,2021
145,Anuj RawatRR,2,1,0,0,0*,0.00,1,0.00,0,0,0,0,2021
146,Marco JansenMI,2,2,0,0,0*,0.00,3,0.00,0,0,0,0,2021
147,Sarfaraz KhanPBKS,2,2,0,0,0*,0.00,4,0.00,0,0,0,0,2021
148,Jimmy NeeshamMI,3,2,0,0,0*,0.00,2,0.00,0,0,0,0,2021
149,Prasidh KrishnaKKR,10,2,1,0,0*,0.00,1,0.00,0,0,0,0,2021
1,KL RahulPBKS,14,14,2,670,132*,55.83,518,129.34,1,5,58,23,2020
2,Shikhar DhawanDC,17,17,3,618,106*,44.14,427,144.73,2,4,67,12,2020
3,David WarnerSRH,16,16,2,548,85*,39.14,407,134.64,0,4,52,14,2020
4,Shreyas IyerDC,17,17,2,519,88*,34.60,421,123.27,0,3,40,16,2020
5,Ishan KishanMI,14,13,4,516,99,57.33,354,145.76,0,4,36,30,2020
6,Quinton de KockMI,16,16,2,503,78*,35.92,358,140.50,0,4,46,22,2020
7,Suryakumar YadavMI,16,15,3,480,79*,40.00,331,145.01,0,4,61,11,2020
8,Devdutt PadikkalRCB,15,15,0,473,74,31.53,379,124.80,0,5,51,8,2020
9,Virat KohliRCB,15,15,4,466,90*,42.36,384,121.35,0,3,23,11,2020
10,AB de VilliersRCB,15,14,4,454,73*,45.40,286,158.74,0,5,33,23,2020
11,Faf du PlessisCSK,13,13,2,449,87*,40.81,319,140.75,0,4,42,14,2020
12,Shubman GillKKR,14,14,1,440,70*,33.84,373,117.96,0,3,44,9,2020
13,Manish PandeySRH,16,15,2,425,83*,32.69,333,127.62,0,3,35,18,2020
14,Mayank AgarwalPBKS,11,11,0,424,106,38.54,271,156.45,1,2,44,15,2020
15,Eoin MorganKKR,14,14,4,418,68*,41.80,302,138.41,0,1,32,24,2020
16,Sanju SamsonRR,14,14,1,375,85,28.84,236,158.89,0,3,21,26,2020
17,Ambati RayuduCSK,12,11,2,359,71,39.88,282,127.30,0,1,30,12,2020
18,Nicholas PooranPBKS,14,14,4,353,77,35.30,208,169.71,0,2,23,25,2020
19,Nitish RanaKKR,14,14,0,352,87,25.14,254,138.58,0,3,43,12,2020
20,Marcus StoinisDC,17,17,3,352,65,25.14,237,148.52,0,3,31,16,2020
21,Jonny BairstowSRH,11,11,0,345,97,31.36,272,126.83,0,3,31,13,2020
22,Rishabh PantDC,14,14,3,343,56,31.18,301,113.95,0,1,31,9,2020
23,Rohit SharmaMI,12,12,0,332,80,27.66,260,127.69,0,3,27,19,2020
24,Jos ButtlerRR,13,12,2,328,70*,32.80,227,144.49,0,2,27,16,2020
25,Kane WilliamsonSRH,12,11,4,317,67,45.28,237,133.75,0,3,26,10,2020
26,Steve SmithRR,14,14,2,311,69,25.91,237,131.22,0,3,32,9,2020
27,Shane WatsonCSK,11,11,1,299,83*,29.90,247,121.05,0,2,33,13,2020
28,Chris GaylePBKS,7,7,0,288,99,41.14,210,137.14,0,3,15,23,2020
29,Ben StokesRR,8,8,1,285,107*,40.71,200,142.50,1,1,36,7,2020
30,Hardik PandyaMI,14,13,5,281,60*,35.12,157,178.98,0,1,14,25,2020
31,Aaron FinchRCB,12,12,0,268,52,22.33,241,111.20,0,1,28,8,2020
32,Kieron PollardMI,16,12,7,268,60*,53.60,140,191.42,0,1,15,22,2020
33,Rahul TewatiaRR,14,11,5,255,53,42.50,183,139.34,0,1,13,17,2020
34,Ravindra JadejaCSK,14,11,6,232,50,46.40,135,171.85,0,1,22,11,2020
35,Rahul TripathiKKR,11,11,1,230,81,23.00,181,127.07,0,1,21,10,2020
36,Prithvi ShawDC,13,13,0,228,66,17.53,167,136.52,0,2,27,8,2020
37,Wriddhiman SahaSRH,4,4,1,214,87,71.33,153,139.86,0,2,24,5,2020
38,Ruturaj GaikwadCSK,6,6,2,204,72,51.00,169,120.71,0,3,16,6,2020
39,MS DhoniCSK,14,12,4,200,47*,25.00,172,116.27,0,0,16,7,2020
40,Robin UthappaRR,12,12,0,196,41,16.33,164,119.51,0,0,19,7,2020
41,Sam CurranCSK,14,11,3,186,52,23.25,141,131.91,0,1,12,12,2020
42,Shimron HetmyerDC,12,11,3,185,45,23.12,125,148.00,0,0,11,12,2020
43,Dinesh KarthikKKR,14,14,2,169,58,14.08,134,126.11,0,1,20,4,2020
44,Pat CumminsKKR,14,11,4,146,53*,20.85,114,128.07,0,1,9,8,2020
45,Priyam GargSRH,14,10,1,133,51*,14.77,111,119.81,0,1,9,4,2020
46,Mandeep SinghPBKS,7,7,1,130,66*,21.66,109,119.26,0,1,10,4,2020
47,Shivam DubeRCB,11,9,2,129,27*,18.42,105,122.85,0,0,5,9,2020
48,Sunil NarineKKR,10,9,0,121,64,13.44,85,142.35,0,1,10,8,2020
49,Andre RussellKKR,10,9,0,117,25,13.00,81,144.44,0,0,9,9,2020
50,Axar PatelDC,15,9,1,117,42,14.62,85,137.64,0,0,6,8,2020
51,Ajinkya RahaneDC,9,8,0,113,60,14.12,107,105.60,0,1,12,2,2020
52,Jofra ArcherRR,14,10,4,113,27*,18.83,63,179.36,0,0,5,10,2020
53,Abdul SamadSRH,12,8,3,111,33,22.20,65,170.76,0,0,8,6,2020
54,Washington SundarRCB,15,9,3,111,30,18.50,95,116.84,0,0,10,2,2020
55,Krunal PandyaMI,16,12,6,109,34,18.16,92,118.47,0,0,9,5,2020
56,Glenn MaxwellPBKS,13,11,4,108,32,15.42,106,101.88,0,0,9,0,2020
57,Saurabh TiwaryMI,7,5,0,103,42,20.60,80,128.75,0,0,8,3,2020
58,Deepak HoodaPBKS,7,5,4,101,62*,101.00,71,142.25,0,1,5,5,2020
59,Vijay ShankarSRH,7,5,1,97,52*,24.25,96,101.04,0,1,10,1,2020
60,Riyan ParagRR,12,8,1,86,42*,12.28,77,111.68,0,0,6,3,2020
61,Tom CurranRR,5,4,3,83,54*,83.00,62,133.87,0,1,5,3,2020
62,Josh PhilippeRCB,5,5,1,78,33,19.50,77,101.29,0,0,9,1,2020
63,Abhishek SharmaSRH,8,7,2,71,31,14.20,56,126.78,0,0,6,3,2020
64,Gurkeerat Mann SinghRCB,8,5,5,71,21*,0.00,80,88.75,0,0,8,0,2020
65,Jason HolderSRH,7,4,2,66,26*,33.00,53,124.52,0,0,5,3,2020
66,Kedar JadhavCSK,8,5,2,62,26,20.66,66,93.93,0,0,7,0,2020
67,Mahipal LomrorRR,3,3,0,59,47,19.66,54,109.25,0,0,2,3,2020
68,Kagiso RabadaDC,17,8,4,56,15*,14.00,49,114.28,0,0,4,2,2020
69,Lockie FergusonKKR,5,2,2,43,24*,0.00,29,148.27,0,0,4,1,2020
70,Krishnappa GowthamPBKS,2,2,1,42,22*,42.00,27,155.55,0,0,3,2,2020
71,Yashasvi JaiswalRR,3,3,0,40,34,13.33,44,90.90,0,0,2,2,2020
72,Shreyas GopalRR,14,5,1,37,23*,9.25,39,94.87,0,0,3,0,2020
73,Ravichandran AshwinDC,15,6,3,37,14*,12.33,34,108.82,0,0,3,1,2020
74,Rashid KhanSRH,16,7,3,35,14,8.75,30,116.66,0,0,3,2,2020
75,Chris MorrisRCB,9,5,1,34,25*,8.50,21,161.90,0,0,2,3,2020
76,Narayan JagadeesanCSK,5,2,0,33,33,16.50,29,113.79,0,0,4,0,2020
77,Sarfaraz KhanPBKS,5,3,1,33,14*,16.50,29,113.79,0,0,5,0,2020
78,Alex CareyDC,3,3,1,32,14*,16.00,29,110.34,0,0,0,1,2020
79,Murali VijayCSK,3,3,0,32,21,10.66,43,74.41,0,0,4,0,2020
80,Chris JordanPBKS,9,5,2,29,13,9.66,31,93.54,0,0,2,0,2020
81,Navdeep SainiRCB,13,3,2,27,12*,27.00,27,100.00,0,0,3,0,2020
82,Nathan Coulter-NileMI,7,2,1,25,24*,25.00,15,166.66,0,0,4,0,2020
83,Kamlesh NagarkotiKKR,10,6,3,22,8*,7.33,31,70.96,0,0,1,0,2020
84,Harshal PatelDC,5,2,0,21,16,10.50,24,87.50,0,0,2,0,2020
85,Tushar DeshpandeDC,5,2,1,21,20*,21.00,12,175.00,0,0,2,1,2020
86,Jimmy NeeshamPBKS,5,3,1,19,10*,9.50,18,105.55,0,0,0,1,2020
87,Tom BantonKKR,2,2,0,18,10,9.00,20,90.00,0,0,1,1,2020
88,Mohammed SirajRCB,9,3,2,17,10*,17.00,14,121.42,0,0,2,0,2020
89,Karun NairPBKS,4,3,1,16,15*,8.00,14,114.28,0,0,2,0,2020
90,Prabhsimran SinghPBKS,2,2,0,15,11,7.50,15,100.00,0,0,2,0,2020
91,Isuru UdanaRCB,10,4,1,15,10*,5.00,11,136.36,0,0,1,1,2020
92,James PattinsonMI,10,2,1,15,11,15.00,13,115.38,0,0,2,0,2020
93,Imran TahirCSK,3,1,1,13,13*,0.00,10,130.00,0,0,2,0,2020
94,Kuldeep YadavKKR,5,2,1,13,12,13.00,21,61.90,0,0,1,0,2020
95,Moeen AliRCB,3,3,0,12,11,4.00,16,75.00,0,0,1,0,2020
96,Shardul ThakurCSK,9,2,1,12,11,12.00,21,57.14,0,0,0,0,2020
97,Sandeep SharmaSRH,13,5,3,12,9,6.00,15,80.00,0,0,1,0,2020
98,Mohammad NabiSRH,1,1,1,11,11*,0.00,8,137.50,0,0,2,0,2020
99,Rinku SinghKKR,1,1,0,11,11,11.00,11,100.00,0,0,1,0,2020
100,Shivam MaviKKR,8,3,1,10,9,5.00,14,71.42,0,0,1,0,2020
101,Varun ChakaravarthyKKR,13,3,1,10,7*,5.00,15,66.66,0,0,0,0,2020
102,Ankit RajpootRR,6,2,1,9,7*,9.00,10,90.00,0,0,0,1,2020
103,Jaydev UnadkatRR,7,1,0,9,9,9.00,13,69.23,0,0,0,0,2020
104,Pravin DubeyDC,3,1,1,7,7*,0.00,13,53.84,0,0,0,0,2020
105,Dwayne BravoCSK,6,2,0,7,7,3.50,6,116.66,0,0,0,0,2020
106,Shahbaz NadeemSRH,7,2,1,7,5,7.00,8,87.50,0,0,1,0,2020
107,Deepak ChaharCSK,14,3,2,7,5*,7.00,12,58.33,0,0,0,0,2020
108,Ravi BishnoiPBKS,14,3,2,7,6*,7.00,12,58.33,0,0,1,0,2020
109,Anrich NortjeDC,16,5,4,7,3*,7.00,6,116.66,0,0,0,0,2020
110,Andrew TyeRR,1,1,0,6,6,6.00,6,100.00,0,0,0,1,2020
111,Jasprit BumrahMI,15,1,1,5,5*,0.00,3,166.66,0,0,0,0,2020
112,Murugan AshwinPBKS,9,1,0,4,4,4.00,4,100.00,0,0,0,0,2020
113,Kartik TyagiRR,10,3,2,4,2*,4.00,6,66.66,0,0,0,0,2020
114,Dhawal KulkarniMI,1,1,1,3,3*,0.00,2,150.00,0,0,0,0,2020
115,T NatarajanSRH,16,3,3,3,3*,0.00,5,60.00,0,0,0,0,2020
116,Prasidh KrishnaKKR,6,2,2,2,2*,0.00,4,50.00,0,0,0,0,2020
117,Mohammad ShamiPBKS,14,3,2,2,2*,2.00,3,66.66,0,0,0,0,2020
118,Rahul ChaharMI,15,1,1,2,2*,0.00,4,50.00,0,0,0,0,2020
119,Nikhil NaikKKR,1,1,0,1,1,1.00,3,33.33,0,0,0,0,2020
120,Mujeeb Ur RahmanPBKS,2,1,0,1,1,1.00,3,33.33,0,0,0,0,2020
121,Shahbaz AhmedRCB,2,1,1,1,1*,0.00,1,100.00,0,0,0,0,2020
122,Dale SteynRCB,3,1,1,1,1*,0.00,2,50.00,0,0,0,0,2020
123,Varun AaronRR,3,2,1,1,1,1.00,10,10.00,0,0,0,0,2020
124,Yuzvendra ChahalRCB,15,2,1,1,1,1.00,3,33.33,0,0,0,0,2020
125,Mitchell MarshSRH,1,1,0,0,0*,0.00,1,0.00,0,0,0,0,2020
126,Shreevats GoswamiSRH,2,2,0,0,0*,0.00,4,0.00,0,0,0,0,2020
127,Umesh YadavRCB,2,1,0,0,0*,0.00,2,0.00,0,0,0,0,2020
128,Daniel SamsDC,3,1,0,0,0*,0.00,2,0.00,0,0,0,0,2020
129,Bhuvneshwar KumarSRH,4,1,0,0,0*,0.00,2,0.00,0,0,0,0,2020
130,Sheldon CottrellPBKS,6,1,0,0,0*,0.00,2,0.00,0,0,0,0,2020
131,Khaleel AhmedSRH,7,1,0,0,0*,0.00,2,0.00,0,0,0,0,2020
132,Arshdeep SinghPBKS,8,1,0,0,0*,0.00,3,0.00,0,0,0,0,2020
133,Trent BoultMI,15,1,0,0,0*,0.00,1,0.00,0,0,0,0,2020
1,David WarnerSRH,12,12,2,692,100*,69.20,481,143.86,1,8,57,21,2019
2,KL RahulPBKS,14,14,3,593,100*,53.90,438,135.38,1,6,49,25,2019
3,Quinton de KockMI,16,16,1,529,81,35.26,398,132.91,0,4,45,25,2019
4,Shikhar DhawanDC,16,16,1,521,97*,34.73,384,135.67,0,5,64,11,2019
5,Andre RussellKKR,14,13,4,510,80*,56.66,249,204.81,0,4,31,52,2019
6,Chris GaylePBKS,13,13,1,490,99*,40.83,319,153.60,0,4,45,34,2019
7,Rishabh PantDC,16,16,3,488,78*,37.53,300,162.66,0,3,37,27,2019
8,Virat KohliRCB,14,14,0,464,100,33.14,328,141.46,1,2,46,13,2019
